REGION,Total_cases,Risk_Index
Wallonia,62,0
Brussels,55,0
Flanders,230,2
Wallonia,77,1
Brussels,59,0
Flanders,127,2
Wallonia,104,1
Brussels,21,0
Flanders,35,2
Wallonia,34,1
Brussels,10,1
Flanders,50,2
Wallonia,7,0
Brussels,62,1
Flanders,158,2
Wallonia,47,0
Brussels,43,0
Flanders,132,2
Wallonia,93,1
Brussels,37,1
Flanders,233,2
Wallonia,21,0
Brussels,78,1
Flanders,122,2
Wallonia,73,0
Brussels,63,1
Flanders,214,2
Wallonia,43,0
Brussels,7,0
Flanders,59,1
Wallonia,69,2
Flanders,38,2
Wallonia,11,0
Brussels,25,0
Flanders,179,2
Wallonia,59,1
Brussels,20,0
Flanders,100,2
Wallonia,84,1
Brussels,22,0
Flanders,175,2
Wallonia,42,1
Brussels,33,0
Flanders,125,2
Wallonia,37,1
Brussels,83,1
Flanders,113,2
Wallonia,74,0
Brussels,13,0
Flanders,49,2
Wallonia,33,1
Flanders,51,2
Wallonia,4,0
Brussels,94,1
Flanders,156,2
Wallonia,23,0
Brussels,23,0
Flanders,165,2
Wallonia,31,1
Brussels,22,1
Flanders,184,2
Wallonia,17,0
Brussels,46,1
Flanders,122,2
Wallonia,26,0
Brussels,17,0
Flanders,77,2
Wallonia,40,1
Brussels,6,0
Flanders,70,1
Wallonia,73,2
Brussels,1,0
Flanders,43,2
Wallonia,2,1
Brussels,34,1
Flanders,125,2
Wallonia,27,0
Brussels,8,0
Flanders,190,2
Wallonia,47,1
Brussels,37,1
Flanders,161,2
Wallonia,22,0
Brussels,28,1
Flanders,162,2
Wallonia,23,0
Brussels,29,1
Flanders,112,2
Wallonia,25,0
Brussels,6,0
Flanders,109,2
Wallonia,22,1
Brussels,12,1
Flanders,76,2
Wallonia,7,0
Brussels,37,0
Flanders,233,2
Wallonia,52,1
Brussels,69,0
Flanders,195,2
Wallonia,147,1
Brussels,47,0
Flanders,236,2
Wallonia,88,1
Brussels,34,0
Flanders,281,2
Wallonia,67,1
Brussels,45,0
Flanders,296,2
Wallonia,73,1
Brussels,17,0
Flanders,332,2
Wallonia,44,1
Brussels,4,0
Flanders,150,2
Wallonia,28,1
Brussels,60,0
Flanders,478,2
Wallonia,92,1
Brussels,16,0
Flanders,224,2
Wallonia,19,1
Brussels,68,0
Flanders,635,2
Wallonia,166,1
Brussels,111,0
Flanders,690,2
Wallonia,116,1
Brussels,107,0
Flanders,677,2
Wallonia,177,1
Brussels,54,0
Flanders,426,2
Wallonia,78,1
Brussels,10,0
Flanders,295,2
Wallonia,31,1
Brussels,84,0
Flanders,813,2
Wallonia,133,1
Brussels,222,0
Flanders,869,2
Wallonia,238,1
Brussels,261,1
Flanders,629,2
Wallonia,252,0
Brussels,185,0
Flanders,720,2
Wallonia,259,1
Brussels,99,0
Flanders,642,2
Wallonia,251,1
Brussels,70,0
Flanders,379,2
Wallonia,223,1
Brussels,53,0
Flanders,301,2
Wallonia,142,1
Brussels,268,1
Flanders,777,2
Wallonia,244,0
Brussels,272,1
Flanders,611,2
Wallonia,240,0
Brussels,394,1
Flanders,861,2
Wallonia,314,0
Brussels,210,0
Flanders,802,2
Wallonia,324,1
Brussels,295,1
Flanders,774,2
Wallonia,244,0
Brussels,230,1
Flanders,440,2
Wallonia,153,0
Brussels,74,1
Flanders,174,2
Wallonia,67,0
Brussels,363,1
Flanders,966,2
Wallonia,265,0
Brussels,330,0
Flanders,784,2
Wallonia,406,1
Brussels,357,1
Flanders,590,2
Wallonia,240,0
Brussels,340,1
Flanders,796,2
Wallonia,304,0
Brussels,308,1
Flanders,517,2
Wallonia,278,0
Brussels,123,0
Flanders,384,2
Wallonia,147,1
Brussels,140,1
Flanders,225,2
Wallonia,65,0
Brussels,210,1
Flanders,615,2
Wallonia,198,0
Brussels,507,2
Flanders,465,1
Wallonia,305,0
Brussels,457,1
Flanders,524,2
Wallonia,228,0
Brussels,339,1
Flanders,530,2
Wallonia,180,0
Brussels,314,1
Flanders,517,2
Wallonia,158,0
Brussels,98,0
Flanders,250,2
Wallonia,106,1
Brussels,66,1
Flanders,122,2
Wallonia,50,0
Brussels,188,0
Flanders,427,2
Wallonia,227,1
Brussels,214,1
Flanders,350,2
Wallonia,128,0
Brussels,323,1
Flanders,358,2
Wallonia,145,0
Brussels,276,1
Flanders,298,2
Wallonia,265,0
Brussels,254,0
Flanders,368,2
Wallonia,260,1
Brussels,91,1
Flanders,140,2
Wallonia,59,0
Brussels,53,1
Flanders,162,2
Wallonia,35,0
Brussels,169,0
Flanders,531,2
Wallonia,192,1
Brussels,263,1
Flanders,514,2
Wallonia,195,0
Brussels,330,1
Flanders,433,2
Wallonia,193,0
Brussels,228,1
Flanders,456,2
Wallonia,177,0
Brussels,281,1
Flanders,518,2
Wallonia,261,0
Brussels,133,0
Flanders,244,2
Wallonia,138,1
Brussels,97,1
Flanders,183,2
Wallonia,53,0
Brussels,511,1
Flanders,591,2
Wallonia,281,0
Brussels,484,1
Flanders,675,2
Wallonia,384,0
Brussels,283,0
Flanders,682,2
Wallonia,425,1
Brussels,336,0
Flanders,856,2
Wallonia,435,1
Brussels,522,1
Flanders,778,2
Wallonia,473,0
Brussels,253,0
Flanders,489,2
Wallonia,391,1
Brussels,239,1
Flanders,378,2
Wallonia,160,0
Brussels,581,0
Flanders,1108,2
Wallonia,631,1
Brussels,628,0
Flanders,996,2
Wallonia,863,1
Brussels,780,0
Flanders,1113,2
Wallonia,851,1
Brussels,721,0
Flanders,1037,2
Wallonia,826,1
Brussels,577,0
Flanders,1357,2
Wallonia,777,1
Brussels,384,0
Flanders,920,2
Wallonia,582,1
Brussels,201,0
Flanders,494,1
Wallonia,513,2
Brussels,1051,1
Flanders,1298,2
Wallonia,930,0
Brussels,866,0
Flanders,1473,2
Wallonia,1080,1
Brussels,928,0
Flanders,1286,2
Wallonia,1162,1
Brussels,814,0
Flanders,1857,2
Wallonia,827,1
Brussels,741,0
Flanders,1362,2
Wallonia,836,1
Brussels,503,0
Flanders,729,1
Wallonia,759,2
Brussels,453,1
Flanders,579,2
Wallonia,379,0
Brussels,1078,0
Flanders,1694,2
Wallonia,1406,1
Brussels,1316,0
Flanders,1649,1
Wallonia,1701,2
Brussels,1395,0
Flanders,1857,2
Wallonia,1613,1
Brussels,1403,0
Flanders,1751,1
Wallonia,1879,2
Brussels,1045,0
Flanders,1817,1
Wallonia,2225,2
Brussels,702,0
Flanders,1093,1
Wallonia,1357,2
Brussels,448,0
Flanders,963,1
Wallonia,1248,2
Brussels,1606,0
Flanders,2607,1
Wallonia,2748,2
Brussels,1673,0
Flanders,2778,1
Wallonia,3378,2
Brussels,2064,0
Flanders,3328,1
Wallonia,4227,2
Brussels,1988,0
Flanders,3049,1
Wallonia,4098,2
Brussels,2027,0
Flanders,3719,1
Wallonia,5016,2
Brussels,1117,0
Flanders,2299,1
Wallonia,4060,2
Brussels,695,0
Flanders,1840,1
Wallonia,2518,2
Brussels,2153,0
Flanders,5173,1
Wallonia,5924,2
Brussels,2954,0
Flanders,5504,1
Wallonia,8551,2
Brussels,2979,0
Flanders,5843,1
Wallonia,8806,2
Brussels,2986,0
Flanders,5907,1
Wallonia,8751,2
Brussels,2959,0
Flanders,6454,1
Wallonia,9147,2
Brussels,2195,0
Flanders,4852,1
Wallonia,8218,2
Brussels,1279,0
Flanders,3348,1
Wallonia,5007,2
Brussels,4005,0
Flanders,8344,1
Wallonia,8704,2
Brussels,4901,0
Flanders,9595,1
Wallonia,13280,2
Brussels,3998,0
Flanders,9399,1
Wallonia,12708,2
Brussels,4779,0
Flanders,9963,1
Wallonia,13042,2
Brussels,4822,0
Flanders,11184,1
Wallonia,14929,2
Brussels,3460,0
Flanders,8529,1
Wallonia,11588,2
Brussels,2283,0
Flanders,5830,1
Wallonia,7139,2
Brussels,3423,0
Flanders,13329,1
Wallonia,13685,2
Brussels,4977,0
Flanders,13408,1
Wallonia,17622,2
Brussels,4458,0
Flanders,11315,1
Wallonia,17098,2
Brussels,3864,0
Flanders,10770,1
Wallonia,13944,2
Brussels,3786,0
Flanders,11547,1
Wallonia,14803,2
Brussels,2949,0
Flanders,8305,1
Wallonia,9032,2
Brussels,1456,0
Flanders,6444,2
Wallonia,6034,1
Brussels,2884,0
Flanders,11263,1
Wallonia,11646,2
Brussels,3414,0
Flanders,12075,1
Wallonia,14356,2
Brussels,2897,0
Flanders,9169,1
Wallonia,10435,2
Brussels,2405,0
Flanders,7815,1
Wallonia,8768,2
Brussels,1970,0
Flanders,8046,1
Wallonia,8512,2
Brussels,1824,0
Flanders,5476,1
Wallonia,5740,2
Brussels,930,0
Flanders,4361,2
Wallonia,3874,1
Brussels,2120,0
Flanders,8021,2
Wallonia,7160,1
Brussels,2549,0
Flanders,8763,2
Wallonia,8470,1
Brussels,1530,0
Flanders,5743,2
Wallonia,5454,1
Brussels,1893,0
Flanders,6330,2
Wallonia,6298,1
Brussels,1909,0
Flanders,6796,1
Wallonia,7340,2
Brussels,1602,0
Flanders,5073,2
Wallonia,4675,1
Brussels,730,0
Flanders,3609,2
Wallonia,2265,1
Brussels,1191,0
Flanders,5906,2
Wallonia,4260,1
Brussels,1397,0
Flanders,5234,1
Wallonia,5567,2
Brussels,1256,0
Flanders,5168,2
Wallonia,4267,1
Brussels,1305,0
Flanders,4920,2
Wallonia,3907,1
Brussels,1193,0
Flanders,4608,2
Wallonia,3525,1
Brussels,906,0
Flanders,3150,2
Wallonia,2122,1
Brussels,389,0
Flanders,2279,2
Wallonia,1406,1
Brussels,893,0
Flanders,4295,2
Wallonia,2906,1
Brussels,1099,0
Flanders,4961,2
Wallonia,2781,1
Brussels,1076,0
Flanders,4214,2
Wallonia,2874,1
Brussels,830,0
Flanders,3747,2
Wallonia,2819,1
Brussels,656,0
Flanders,3934,2
Wallonia,2686,1
Brussels,605,0
Flanders,3312,2
Wallonia,1428,1
Brussels,294,0
Flanders,2140,2
Wallonia,652,1
Brussels,725,0
Flanders,3224,2
Wallonia,1708,1
Brussels,740,0
Flanders,3770,2
Wallonia,2232,1
Brussels,877,0
Flanders,3978,2
Wallonia,2404,1
Brussels,626,0
Flanders,3338,2
Wallonia,2257,1
Brussels,808,0
Flanders,3679,2
Wallonia,2358,1
Brussels,439,0
Flanders,3107,2
Wallonia,1668,1
Brussels,245,0
Flanders,2149,2
Wallonia,796,1
Brussels,537,0
Flanders,3793,2
Wallonia,1906,1
Brussels,714,0
Flanders,3604,2
Wallonia,2617,1
Brussels,568,0
Flanders,3659,2
Wallonia,2152,1
Brussels,836,0
Flanders,3716,2
Wallonia,2108,1
Brussels,484,0
Flanders,3852,2
Wallonia,2111,1
Brussels,428,0
Flanders,3195,2
Wallonia,1455,1
Brussels,318,0
Flanders,2756,2
Wallonia,1020,1
Brussels,538,0
Flanders,3788,2
Wallonia,1899,1
Brussels,666,0
Flanders,4984,2
Wallonia,1992,1
Brussels,603,0
Flanders,3777,2
Wallonia,2281,1
Brussels,860,0
Flanders,3838,2
Wallonia,2120,1
Brussels,579,0
Flanders,3911,2
Wallonia,2193,1
Brussels,504,0
Flanders,2839,2
Wallonia,1854,1
Brussels,215,0
Flanders,2139,2
Wallonia,517,1
Brussels,573,0
Flanders,3702,2
Wallonia,1715,1
Brussels,621,0
Flanders,4053,2
Wallonia,2151,1
Brussels,446,0
Flanders,3947,2
Wallonia,1645,1
Brussels,406,0
Flanders,3659,2
Wallonia,1773,1
Brussels,222,0
Flanders,2094,2
Wallonia,474,1
Brussels,145,0
Flanders,2087,2
Wallonia,611,1
Brussels,163,0
Flanders,2199,2
Wallonia,879,1
Brussels,586,0
Flanders,3354,2
Wallonia,1583,1
Brussels,533,0
Flanders,3764,2
Wallonia,1915,1
Brussels,442,0
Flanders,2996,2
Wallonia,1581,1
Brussels,341,0
Flanders,2666,2
Wallonia,1404,1
Brussels,203,0
Flanders,1711,2
Wallonia,847,1
Brussels,222,0
Flanders,2031,2
Wallonia,834,1
Brussels,384,0
Flanders,1878,2
Wallonia,726,1
Brussels,413,0
Flanders,3186,2
Wallonia,1394,1
Brussels,751,0
Flanders,3226,2
Wallonia,1528,1
Brussels,640,0
Flanders,2727,2
Wallonia,1648,1
Brussels,562,0
Flanders,2928,2
Wallonia,1266,1
Brussels,580,0
Flanders,2548,2
Wallonia,1453,1
Brussels,446,0
Flanders,2309,2
Wallonia,1020,1
Brussels,239,0
Flanders,1584,2
Wallonia,421,1
Brussels,501,0
Flanders,2618,2
Wallonia,1425,1
Brussels,733,0
Flanders,2723,2
Wallonia,1398,1
Brussels,589,0
Flanders,2918,2
Wallonia,1199,1
Brussels,529,0
Flanders,2617,2
Wallonia,1302,1
Brussels,480,0
Flanders,3037,2
Wallonia,1239,1
Brussels,329,0
Flanders,1961,2
Wallonia,823,1
Brussels,272,0
Flanders,1283,2
Wallonia,425,1
Brussels,589,0
Flanders,3037,2
Wallonia,1293,1
Brussels,819,0
Flanders,3477,2
Wallonia,1617,1
Brussels,397,0
Flanders,3262,2
Wallonia,1513,1
Brussels,648,0
Flanders,2960,2
Wallonia,1492,1
Brussels,675,0
Flanders,3457,2
Wallonia,1397,1
Brussels,494,0
Flanders,2479,2
Wallonia,1094,1
Brussels,232,0
Flanders,1989,2
Wallonia,441,1
Brussels,420,0
Flanders,3290,2
Wallonia,1296,1
Brussels,437,0
Flanders,3438,2
Wallonia,1757,1
Brussels,428,0
Flanders,2809,2
Wallonia,1573,1
Brussels,454,0
Flanders,3146,2
Wallonia,1570,1
Brussels,659,0
Flanders,3038,2
Wallonia,1516,1
Brussels,436,0
Flanders,2578,2
Wallonia,1081,1
Brussels,262,0
Flanders,1445,2
Wallonia,442,1
Brussels,662,0
Flanders,3250,2
Wallonia,1832,1
Brussels,500,0
Flanders,3022,2
Wallonia,1811,1
Brussels,575,0
Flanders,2975,2
Wallonia,1501,1
Brussels,664,0
Flanders,2931,2
Wallonia,1468,1
Brussels,650,0
Flanders,3120,2
Wallonia,1395,1
Brussels,392,0
Flanders,2096,2
Wallonia,999,1
Brussels,185,0
Flanders,1506,2
Wallonia,634,1
Brussels,417,0
Flanders,2282,2
Wallonia,1163,1
Brussels,676,0
Flanders,3080,2
Wallonia,1482,1
Brussels,561,0
Flanders,2609,2
Wallonia,1444,1
Brussels,455,0
Flanders,2493,2
Wallonia,1632,1
Brussels,569,0
Flanders,2744,2
Wallonia,1205,1
Brussels,311,0
Flanders,1921,2
Wallonia,841,1
Brussels,319,0
Flanders,1232,2
Wallonia,532,1
Brussels,497,0
Flanders,2716,2
Wallonia,1116,1
Brussels,627,0
Flanders,2968,2
Wallonia,1539,1
Brussels,673,0
Flanders,2848,2
Wallonia,1648,1
Brussels,646,0
Flanders,3044,2
Wallonia,1490,1
Brussels,670,0
Flanders,2865,2
Wallonia,1615,1
Brussels,559,0
Flanders,1961,2
Wallonia,1047,1
Brussels,440,0
Flanders,1283,2
Wallonia,548,1
Brussels,795,0
Flanders,3148,2
Wallonia,1550,1
Brussels,775,0
Flanders,3410,2
Wallonia,1656,1
Brussels,895,0
Flanders,2898,2
Wallonia,1784,1
Brussels,759,0
Flanders,2997,2
Wallonia,1534,1
Brussels,1118,0
Flanders,3292,2
Wallonia,2112,1
Brussels,554,0
Flanders,2410,2
Wallonia,1300,1
Brussels,509,0
Flanders,1799,2
Wallonia,509,0
Brussels,823,0
Flanders,2818,2
Wallonia,1539,1
Brussels,750,0
Flanders,3352,2
Wallonia,1960,1
Brussels,884,0
Flanders,2937,2
Wallonia,1808,1
Brussels,1020,0
Flanders,3075,2
Wallonia,1825,1
Brussels,660,0
Flanders,3056,2
Wallonia,1925,1
Brussels,543,0
Flanders,2366,2
Wallonia,1187,1
Brussels,536,0
Flanders,1647,2
Wallonia,694,1
Brussels,820,0
Flanders,3286,2
Wallonia,1660,1
Brussels,884,0
Flanders,3882,2
Wallonia,2486,1
Brussels,1009,0
Flanders,3368,2
Wallonia,1944,1
Brussels,894,0
Flanders,3395,2
Wallonia,1808,1
Brussels,1158,0
Flanders,3512,2
Wallonia,2215,1
Brussels,935,0
Flanders,2976,2
Wallonia,1884,1
Brussels,687,0
Flanders,2501,2
Wallonia,1046,1
Brussels,1165,0
Flanders,4334,2
Wallonia,2568,1
Brussels,1344,0
Flanders,4460,2
Wallonia,2744,1
Brussels,1339,0
Flanders,4807,2
Wallonia,2592,1
Brussels,1329,0
Flanders,4415,2
Wallonia,3194,1
Brussels,1196,0
Flanders,4291,2
Wallonia,3117,1
Brussels,1241,0
Flanders,3779,2
Wallonia,2330,1
Brussels,693,0
Flanders,2878,2
Wallonia,1358,1
Brussels,1344,0
Flanders,5548,2
Wallonia,3200,1
Brussels,1726,0
Flanders,5842,2
Wallonia,3862,1
Brussels,1705,0
Flanders,5282,2
Wallonia,3329,1
Brussels,1451,0
Flanders,5196,2
Wallonia,3562,1
Brussels,1302,0
Flanders,4610,2
Wallonia,3700,1
Brussels,1238,0
Flanders,4546,2
Wallonia,2721,1
Brussels,945,0
Flanders,2653,2
Wallonia,1933,1
Brussels,1372,0
Flanders,5137,2
Wallonia,3391,1
Brussels,1472,0
Flanders,5833,2
Wallonia,3977,1
Brussels,1433,0
Flanders,5459,2
Wallonia,3858,1
Brussels,1708,0
Flanders,5003,2
Wallonia,3532,1
Brussels,1465,0
Flanders,4828,2
Wallonia,4189,1
Brussels,1203,0
Flanders,3623,2
Wallonia,2680,1
Brussels,671,0
Flanders,2276,2
Wallonia,1682,1
Brussels,854,0
Flanders,2959,2
Wallonia,1894,1
Brussels,1042,0
Flanders,4890,2
Wallonia,3839,1
Brussels,1341,0
Flanders,5537,2
Wallonia,4161,1
Brussels,1392,0
Flanders,4454,2
Wallonia,3403,1
Brussels,1506,0
Flanders,4693,2
Wallonia,3480,1
Brussels,882,0
Flanders,3899,2
Wallonia,2309,1
Brussels,669,0
Flanders,2726,2
Wallonia,1586,1
Brussels,1158,0
Flanders,4734,2
Wallonia,3025,1
Brussels,1033,0
Flanders,4694,2
Wallonia,3540,1
Brussels,1194,0
Flanders,3829,2
Wallonia,2873,1
Brussels,1183,0
Flanders,4074,2
Wallonia,3157,1
Brussels,1441,0
Flanders,4096,2
Wallonia,3189,1
Brussels,1085,0
Flanders,3411,2
Wallonia,2311,1
Brussels,832,0
Flanders,2344,2
Wallonia,1739,1
Brussels,1356,0
Flanders,4630,2
Wallonia,3381,1
Brussels,1620,0
Flanders,5111,2
Wallonia,3408,1
Brussels,1159,0
Flanders,4421,2
Wallonia,3118,1
Brussels,1194,0
Flanders,3807,2
Wallonia,3149,1
Brussels,1063,0
Flanders,3951,2
Wallonia,2820,1
Brussels,910,0
Flanders,3036,2
Wallonia,2106,1
Brussels,741,0
Flanders,2060,2
Wallonia,1061,1
Brussels,859,0
Flanders,3611,2
Wallonia,2766,1
Brussels,1258,0
Flanders,3690,2
Wallonia,3114,1
Brussels,939,0
Flanders,3618,2
Wallonia,2881,1
Brussels,1025,0
Flanders,3504,2
Wallonia,2648,1
Brussels,915,0
Flanders,3551,2
Wallonia,2553,1
Brussels,724,0
Flanders,2215,2
Wallonia,1790,1
Brussels,561,0
Flanders,2309,2
Wallonia,1042,1
Brussels,769,0
Flanders,3847,2
Wallonia,2538,1
Brussels,939,0
Flanders,3692,2
Wallonia,2478,1
Brussels,793,0
Flanders,3364,2
Wallonia,2457,1
Brussels,861,0
Flanders,2949,2
Wallonia,2360,1
Brussels,539,0
Flanders,3249,2
Wallonia,2499,1
Brussels,680,0
Flanders,2292,2
Wallonia,1663,1
Brussels,500,0
Flanders,1711,2
Wallonia,1342,1
Brussels,445,0
Flanders,3305,2
Wallonia,2069,1
Brussels,657,0
Flanders,3303,2
Wallonia,2106,1
Brussels,505,0
Flanders,2715,2
Wallonia,2334,1
Brussels,344,0
Flanders,1900,2
Wallonia,1083,1
Brussels,506,0
Flanders,2304,2
Wallonia,1593,1
Brussels,665,0
Flanders,1976,2
Wallonia,1512,1
Brussels,414,0
Flanders,1283,2
Wallonia,677,1
Brussels,728,0
Flanders,2735,2
Wallonia,1902,1
Brussels,656,0
Flanders,2608,2
Wallonia,2307,1
Brussels,824,0
Flanders,3039,2
Wallonia,1835,1
Brussels,344,0
Flanders,2272,2
Wallonia,1976,1
Brussels,691,0
Flanders,2178,2
Wallonia,1851,1
Brussels,436,0
Flanders,1576,2
Wallonia,1470,1
Brussels,274,0
Flanders,1106,2
Wallonia,712,1
Brussels,383,0
Flanders,1085,2
Wallonia,649,1
Brussels,648,0
Flanders,2148,2
Wallonia,1583,1
Brussels,493,0
Flanders,2204,2
Wallonia,1771,1
Brussels,553,0
Flanders,1712,2
Wallonia,1541,1
Brussels,414,0
Flanders,1620,2
Wallonia,1426,1
Brussels,340,0
Flanders,1179,2
Wallonia,1096,1
Brussels,256,0
Flanders,833,2
Wallonia,525,1
Brussels,385,0
Flanders,1533,2
Wallonia,1073,1
Brussels,335,0
Flanders,1740,2
Wallonia,1180,1
Brussels,442,0
Flanders,1601,2
Wallonia,854,1
Brussels,377,0
Flanders,1236,2
Wallonia,1212,1
Brussels,470,0
Flanders,1148,2
Wallonia,1024,1
Brussels,241,0
Flanders,917,2
Wallonia,725,1
Brussels,197,0
Flanders,525,2
Wallonia,337,1
Brussels,379,0
Flanders,880,2
Wallonia,650,1
Brussels,510,0
Flanders,888,2
Wallonia,887,1
Brussels,281,0
Flanders,885,2
Wallonia,746,1
Brussels,336,0
Flanders,631,2
Wallonia,575,1
Brussels,250,0
Flanders,835,2
Wallonia,436,1
Brussels,227,0
Flanders,456,2
Wallonia,308,1
Brussels,98,0
Flanders,265,2
Wallonia,100,1
Brussels,183,0
Flanders,668,2
Wallonia,480,1
Brussels,197,0
Flanders,477,1
Wallonia,535,2
Brussels,133,0
Flanders,359,2
Wallonia,293,1
Brussels,243,0
Flanders,377,2
Wallonia,275,1
Brussels,176,0
Flanders,435,2
Wallonia,222,1
Brussels,159,0
Flanders,253,1
Wallonia,274,2
Brussels,73,0
Flanders,195,2
Wallonia,122,1
Brussels,197,0
Flanders,489,2
Wallonia,210,1
Brussels,161,1
Flanders,387,2
Wallonia,129,0
Brussels,172,0
Flanders,337,2
Wallonia,282,1
Brussels,171,0
Flanders,281,1
Wallonia,290,2
Brussels,95,0
Flanders,362,2
Wallonia,114,1
Brussels,114,0
Flanders,200,2
Wallonia,200,2
Brussels,88,1
Flanders,147,2
Wallonia,58,0
Brussels,144,0
Flanders,405,2
Wallonia,258,1
Brussels,146,0
Flanders,433,2
Wallonia,183,1
Brussels,166,0
Flanders,409,2
Wallonia,226,1
Brussels,128,0
Flanders,437,2
Wallonia,189,1
Brussels,166,0
Flanders,530,2
Wallonia,292,1
